/root/JS_Detector/Experiments/JStap/classification/classifier.py
/root/JS_Detector/Experiments/JStap/classification/classifier.py
/root/JS_Detector/Dataset/dataset-10k/Benign_test_control-flow-flattening/Analysis/PDG/fwk: benign (benign) Proba: [0.98 0.02] Majority: 490/500
/root/JS_Detector/Dataset/dataset-10k/Benign_test_control-flow-flattening/Analysis/PDG/11-text_outside_tags: benign (benign) Proba: [1. 0.] Majority: 500/500
/root/JS_Detector/Dataset/dataset-10k/Benign_test_control-flow-flattening/Analysis/PDG/SetCache: benign (benign) Proba: [0.982 0.018] Majority: 491/500
/root/JS_Detector/Dataset/dataset-10k/Benign_test_control-flow-flattening/Analysis/PDG/DojoValidationTextBox: benign (benign) Proba: [1. 0.] Majority: 500/500
/root/JS_Detector/Dataset/dataset-10k/Benign_test_control-flow-flattening/Analysis/PDG/test_nonimap_sync_general: benign (benign) Proba: [1. 0.] Majority: 500/500
/root/JS_Detector/Dataset/dataset-10k/Benign_test_control-flow-flattening/Analysis/PDG/umd: benign (benign) Proba: [0.998 0.002] Majority: 499/500
/root/JS_Detector/Dataset/dataset-10k/Benign_test_control-flow-flattening/Analysis/PDG/regress-469044: benign (benign) Proba: [0.996 0.004] Majority: 498/500
/root/JS_Detector/Dataset/dataset-10k/Benign_test_control-flow-flattening/Analysis/PDG/with: benign (benign) Proba: [1. 0.] Majority: 500/500
/root/JS_Detector/Dataset/dataset-10k/Benign_test_control-flow-flattening/Analysis/PDG/checkBanner: benign (benign) Proba: [1. 0.] Majority: 500/500
/root/JS_Detector/Dataset/dataset-10k/Benign_test_control-flow-flattening/Analysis/PDG/Tree.uncompressed: benign (benign) Proba: [1. 0.] Majority: 500/500
/root/JS_Detector/Dataset/dataset-10k/Benign_test_control-flow-flattening/Analysis/PDG/DomTreeTab: benign (benign) Proba: [1. 0.] Majority: 500/500
/root/JS_Detector/Dataset/dataset-10k/Benign_test_control-flow-flattening/Analysis/PDG/HeaderContainer: benign (benign) Proba: [1. 0.] Majority: 500/500
/root/JS_Detector/Dataset/dataset-10k/Benign_test_control-flow-flattening/Analysis/PDG/05_module: benign (benign) Proba: [1. 0.] Majority: 500/500
/root/JS_Detector/Dataset/dataset-10k/Benign_test_control-flow-flattening/Analysis/PDG/testDirectProxyHasOwnProperty: benign (benign) Proba: [0.976 0.024] Majority: 488/500
/root/JS_Detector/Dataset/dataset-10k/Benign_test_control-flow-flattening/Analysis/PDG/regress-256798: benign (benign) Proba: [0.96241071 0.03758929] Majority: 481/500
/root/JS_Detector/Dataset/dataset-10k/Benign_test_control-flow-flattening/Analysis/PDG/spiderable_server: benign (benign) Proba: [0.996 0.004] Majority: 498/500
/root/JS_Detector/Dataset/dataset-10k/Benign_test_control-flow-flattening/Analysis/PDG/head: benign (benign) Proba: [1. 0.] Majority: 500/500
/root/JS_Detector/Dataset/dataset-10k/Benign_test_control-flow-flattening/Analysis/PDG/kendo.messages.fr-FR: benign (benign) Proba: [0.994 0.006] Majority: 497/500
/root/JS_Detector/Dataset/dataset-10k/Benign_test_control-flow-flattening/Analysis/PDG/project_spec: benign (benign) Proba: [1. 0.] Majority: 500/500
/root/JS_Detector/Dataset/dataset-10k/Benign_test_control-flow-flattening/Analysis/PDG/check: benign (benign) Proba: [0.998 0.002] Majority: 499/500
/root/JS_Detector/Dataset/dataset-10k/Benign_test_control-flow-flattening/Analysis/PDG/UI.Activity: benign (benign) Proba: [0.996 0.004] Majority: 498/500
/root/JS_Detector/Dataset/dataset-10k/Benign_test_control-flow-flattening/Analysis/PDG/issetTest: benign (benign) Proba: [0.996 0.004] Majority: 498/500
/root/JS_Detector/Dataset/dataset-10k/Benign_test_control-flow-flattening/Analysis/PDG/tabStart: benign (benign) Proba: [1. 0.] Majority: 500/500
/root/JS_Detector/Dataset/dataset-10k/Benign_test_control-flow-flattening/Analysis/PDG/image-editor.rotate: benign (benign) Proba: [1. 0.] Majority: 500/500
/root/JS_Detector/Dataset/dataset-10k/Benign_test_control-flow-flattening/Analysis/PDG/moment-1.6.2: benign (benign) Proba: [1. 0.] Majority: 500/500
/root/JS_Detector/Dataset/dataset-10k/Benign_test_control-flow-flattening/Analysis/PDG/BufferPlayer: benign (benign) Proba: [1. 0.] Majority: 500/500
/root/JS_Detector/Dataset/dataset-10k/Benign_test_control-flow-flattening/Analysis/PDG/FeatureGroup: benign (benign) Proba: [1. 0.] Majority: 500/500
/root/JS_Detector/Dataset/dataset-10k/Benign_test_control-flow-flattening/Analysis/PDG/markdown-color-test: benign (benign) Proba: [1. 0.] Majority: 500/500
/root/JS_Detector/Dataset/dataset-10k/Benign_test_control-flow-flattening/Analysis/PDG/hud-overlay: benign (benign) Proba: [1. 0.] Majority: 500/500
/root/JS_Detector/Dataset/dataset-10k/Benign_test_control-flow-flattening/Analysis/PDG/game-over: benign (benign) Proba: [1. 0.] Majority: 500/500
/root/JS_Detector/Dataset/dataset-10k/Benign_test_control-flow-flattening/Analysis/PDG/jquery.remote: benign (benign) Proba: [0.998 0.002] Majority: 499/500
/root/JS_Detector/Dataset/dataset-10k/Benign_test_control-flow-flattening/Analysis/PDG/jquery.fiji.ticker: benign (benign) Proba: [1. 0.] Majority: 500/500
/root/JS_Detector/Dataset/dataset-10k/Benign_test_control-flow-flattening/Analysis/PDG/agenda-instance: benign (benign) Proba: [0.982 0.018] Majority: 491/500
/root/JS_Detector/Dataset/dataset-10k/Benign_test_control-flow-flattening/Analysis/PDG/Partials: benign (benign) Proba: [1. 0.] Majority: 500/500
/root/JS_Detector/Dataset/dataset-10k/Benign_test_control-flow-flattening/Analysis/PDG/tab_test: benign (benign) Proba: [1. 0.] Majority: 500/500
/root/JS_Detector/Dataset/dataset-10k/Benign_test_control-flow-flattening/Analysis/PDG/lungo.third.geolocation: benign (benign) Proba: [1. 0.] Majority: 500/500
/root/JS_Detector/Dataset/dataset-10k/Benign_test_control-flow-flattening/Analysis/PDG/PushController: benign (benign) Proba: [0.996 0.004] Majority: 498/500
/root/JS_Detector/Dataset/dataset-10k/Benign_test_control-flow-flattening/Analysis/PDG/jquery.jqGrid.extend: benign (benign) Proba: [1. 0.] Majority: 500/500
/root/JS_Detector/Dataset/dataset-10k/Benign_test_control-flow-flattening/Analysis/PDG/LevelManager: benign (benign) Proba: [0.998 0.002] Majority: 499/500
/root/JS_Detector/Dataset/dataset-10k/Benign_test_control-flow-flattening/Analysis/PDG/backbone.marionette.modals.spec: benign (benign) Proba: [0.998 0.002] Majority: 499/500
/root/JS_Detector/Dataset/dataset-10k/Benign_test_control-flow-flattening/Analysis/PDG/StorageEngineHTML5: benign (benign) Proba: [1. 0.] Majority: 500/500
/root/JS_Detector/Dataset/dataset-10k/Benign_test_control-flow-flattening/Analysis/PDG/easySlider1.7: benign (benign) Proba: [0.996 0.004] Majority: 498/500
/root/JS_Detector/Dataset/dataset-10k/Benign_test_control-flow-flattening/Analysis/PDG/15.4.4.22-9-b-25: benign (benign) Proba: [0.998 0.002] Majority: 499/500
/root/JS_Detector/Dataset/dataset-10k/Benign_test_control-flow-flattening/Analysis/PDG/I18nDictionaryEditor: benign (benign) Proba: [1. 0.] Majority: 500/500
/root/JS_Detector/Dataset/dataset-10k/Benign_test_control-flow-flattening/Analysis/PDG/fileHasLabelSpec: benign (benign) Proba: [1. 0.] Majority: 500/500
/root/JS_Detector/Dataset/dataset-10k/Benign_test_control-flow-flattening/Analysis/PDG/gitClient: benign (benign) Proba: [1. 0.] Majority: 500/500
/root/JS_Detector/Dataset/dataset-10k/Benign_test_control-flow-flattening/Analysis/PDG/S15.10.2.8_A5_T2: benign (benign) Proba: [0.982 0.018] Majority: 491/500
/root/JS_Detector/Dataset/dataset-10k/Benign_test_control-flow-flattening/Analysis/PDG/angular-locale_bem-zm: benign (benign) Proba: [1. 0.] Majority: 500/500
/root/JS_Detector/Dataset/dataset-10k/Benign_test_control-flow-flattening/Analysis/PDG/cityPhysics.Ground: benign (benign) Proba: [0.986 0.014] Majority: 493/500
/root/JS_Detector/Dataset/dataset-10k/Benign_test_control-flow-flattening/Analysis/PDG/DemoLoginForm: benign (benign) Proba: [1. 0.] Majority: 500/500
/root/JS_Detector/Dataset/dataset-10k/Benign_test_control-flow-flattening/Analysis/PDG/Polyline: benign (benign) Proba: [0.996 0.004] Majority: 498/500
/root/JS_Detector/Dataset/dataset-10k/Benign_test_control-flow-flattening/Analysis/PDG/VBox_Reversed: benign (benign) Proba: [1. 0.] Majority: 500/500
/root/JS_Detector/Dataset/dataset-10k/Benign_test_control-flow-flattening/Analysis/PDG/validate.test: benign (benign) Proba: [1. 0.] Majority: 500/500
/root/JS_Detector/Dataset/dataset-10k/Benign_test_control-flow-flattening/Analysis/PDG/userAuthorization: benign (benign) Proba: [1. 0.] Majority: 500/500
/root/JS_Detector/Dataset/dataset-10k/Benign_test_control-flow-flattening/Analysis/PDG/Examples: benign (benign) Proba: [1. 0.] Majority: 500/500
/root/JS_Detector/Dataset/dataset-10k/Benign_test_control-flow-flattening/Analysis/PDG/mobile-drawing: benign (benign) Proba: [0.988 0.012] Majority: 494/500
/root/JS_Detector/Dataset/dataset-10k/Benign_test_control-flow-flattening/Analysis/PDG/S15.10.2.15_A1_T26: benign (benign) Proba: [0.97227115 0.02772885] Majority: 486/500
/root/JS_Detector/Dataset/dataset-10k/Benign_test_control-flow-flattening/Analysis/PDG/15.4.4.16-8-8: benign (benign) Proba: [0.982 0.018] Majority: 491/500
/root/JS_Detector/Dataset/dataset-10k/Benign_test_control-flow-flattening/Analysis/PDG/ink.pagination: benign (benign) Proba: [1. 0.] Majority: 500/500
/root/JS_Detector/Dataset/dataset-10k/Benign_test_control-flow-flattening/Analysis/PDG/ext-jquery-adapter-debug: benign (benign) Proba: [1. 0.] Majority: 500/500
/root/JS_Detector/Dataset/dataset-10k/Benign_test_control-flow-flattening/Analysis/PDG/JsonpSample: benign (benign) Proba: [1. 0.] Majority: 500/500
/root/JS_Detector/Dataset/dataset-10k/Benign_test_control-flow-flattening/Analysis/PDG/widget_string: benign (benign) Proba: [1. 0.] Majority: 500/500
/root/JS_Detector/Dataset/dataset-10k/Benign_test_control-flow-flattening/Analysis/PDG/show_and_hide: benign (benign) Proba: [0.986 0.014] Majority: 493/500
/root/JS_Detector/Dataset/dataset-10k/Benign_test_control-flow-flattening/Analysis/PDG/accordionWizardSpec: benign (benign) Proba: [1. 0.] Majority: 500/500
/root/JS_Detector/Dataset/dataset-10k/Benign_test_control-flow-flattening/Analysis/PDG/linear-regression: benign (benign) Proba: [0.994 0.006] Majority: 497/500
/root/JS_Detector/Dataset/dataset-10k/Benign_test_control-flow-flattening/Analysis/PDG/query_history_service: benign (benign) Proba: [0.998 0.002] Majority: 499/500
/root/JS_Detector/Dataset/dataset-10k/Benign_test_control-flow-flattening/Analysis/PDG/QuadsKeepr: benign (benign) Proba: [0.998 0.002] Majority: 499/500
/root/JS_Detector/Dataset/dataset-10k/Benign_test_control-flow-flattening/Analysis/PDG/ver_1_iteration: benign (benign) Proba: [1. 0.] Majority: 500/500
/root/JS_Detector/Dataset/dataset-10k/Benign_test_control-flow-flattening/Analysis/PDG/ToolBar: benign (benign) Proba: [1. 0.] Majority: 500/500
/root/JS_Detector/Dataset/dataset-10k/Benign_test_control-flow-flattening/Analysis/PDG/native_flow: benign (benign) Proba: [0.996 0.004] Majority: 498/500
/root/JS_Detector/Dataset/dataset-10k/Benign_test_control-flow-flattening/Analysis/PDG/AccountsConfigurator: benign (benign) Proba: [0.998 0.002] Majority: 499/500
/root/JS_Detector/Dataset/dataset-10k/Benign_test_control-flow-flattening/Analysis/PDG/Breakout-base: benign (benign) Proba: [1. 0.] Majority: 500/500
/root/JS_Detector/Dataset/dataset-10k/Benign_test_control-flow-flattening/Analysis/PDG/MonsterTable: benign (benign) Proba: [0.97274269 0.02725731] Majority: 486/500
/root/JS_Detector/Dataset/dataset-10k/Benign_test_control-flow-flattening/Analysis/PDG/Android: benign (benign) Proba: [1. 0.] Majority: 500/500
/root/JS_Detector/Dataset/dataset-10k/Benign_test_control-flow-flattening/Analysis/PDG/soql-builder.test: benign (benign) Proba: [1. 0.] Majority: 500/500
/root/JS_Detector/Dataset/dataset-10k/Benign_test_control-flow-flattening/Analysis/PDG/master_milker: benign (benign) Proba: [1. 0.] Majority: 500/500
/root/JS_Detector/Dataset/dataset-10k/Benign_test_control-flow-flattening/Analysis/PDG/AppManagerApi: benign (benign) Proba: [0.91814476 0.08185524] Majority: 459/500
/root/JS_Detector/Dataset/dataset-10k/Benign_test_control-flow-flattening/Analysis/PDG/HSV: benign (benign) Proba: [0.99 0.01] Majority: 495/500
/root/JS_Detector/Dataset/dataset-10k/Benign_test_control-flow-flattening/Analysis/PDG/15.2.3.6-redefinition-3-of-4: benign (benign) Proba: [0.84843631 0.15156369] Majority: 424/500
/root/JS_Detector/Dataset/dataset-10k/Benign_test_control-flow-flattening/Analysis/PDG/node-resident: benign (benign) Proba: [1. 0.] Majority: 500/500
/root/JS_Detector/Dataset/dataset-10k/Benign_test_control-flow-flattening/Analysis/PDG/panel.controller: benign (benign) Proba: [0.996 0.004] Majority: 498/500
/root/JS_Detector/Dataset/dataset-10k/Benign_test_control-flow-flattening/Analysis/PDG/AccountSettingsViewModel: benign (benign) Proba: [1. 0.] Majority: 500/500
/root/JS_Detector/Dataset/dataset-10k/Benign_test_control-flow-flattening/Analysis/PDG/visitor: benign (benign) Proba: [1. 0.] Majority: 500/500
/root/JS_Detector/Dataset/dataset-10k/Benign_test_control-flow-flattening/Analysis/PDG/takewhile: benign (benign) Proba: [0.97607692 0.02392308] Majority: 488/500
/root/JS_Detector/Dataset/dataset-10k/Benign_test_control-flow-flattening/Analysis/PDG/ServerRenderer: benign (benign) Proba: [0.996 0.004] Majority: 498/500
/root/JS_Detector/Dataset/dataset-10k/Benign_test_control-flow-flattening/Analysis/PDG/S15.10.2.8_A2_T6: benign (benign) Proba: [0.998 0.002] Majority: 499/500
/root/JS_Detector/Dataset/dataset-10k/Benign_test_control-flow-flattening/Analysis/PDG/jsonfile: benign (benign) Proba: [0.994 0.006] Majority: 497/500
/root/JS_Detector/Dataset/dataset-10k/Benign_test_control-flow-flattening/Analysis/PDG/tabstave_tests: benign (benign) Proba: [1. 0.] Majority: 500/500
/root/JS_Detector/Dataset/dataset-10k/Benign_test_control-flow-flattening/Analysis/PDG/bucks: benign (benign) Proba: [1. 0.] Majority: 500/500
/root/JS_Detector/Dataset/dataset-10k/Benign_test_control-flow-flattening/Analysis/PDG/jquery_jk_spec: benign (benign) Proba: [1. 0.] Majority: 500/500
/root/JS_Detector/Dataset/dataset-10k/Benign_test_control-flow-flattening/Analysis/PDG/bg.create_post_startup: benign (benign) Proba: [1. 0.] Majority: 500/500
/root/JS_Detector/Dataset/dataset-10k/Benign_test_control-flow-flattening/Analysis/PDG/popcorn.processing.unit: benign (benign) Proba: [1. 0.] Majority: 500/500
/root/JS_Detector/Dataset/dataset-10k/Benign_test_control-flow-flattening/Analysis/PDG/SRP: benign (benign) Proba: [1. 0.] Majority: 500/500
/root/JS_Detector/Dataset/dataset-10k/Benign_test_control-flow-flattening/Analysis/PDG/slider-tests: benign (benign) Proba: [1. 0.] Majority: 500/500
/root/JS_Detector/Dataset/dataset-10k/Benign_test_control-flow-flattening/Analysis/PDG/tutor: benign (benign) Proba: [1. 0.] Majority: 500/500
/root/JS_Detector/Dataset/dataset-10k/Benign_test_control-flow-flattening/Analysis/PDG/BoxGroupItem: benign (benign) Proba: [0.95636836 0.04363164] Majority: 478/500
/root/JS_Detector/Dataset/dataset-10k/Benign_test_control-flow-flattening/Analysis/PDG/HeapSnapshotDataGrids: benign (benign) Proba: [1. 0.] Majority: 500/500
/root/JS_Detector/Dataset/dataset-10k/Benign_test_control-flow-flattening/Analysis/PDG/blood: benign (benign) Proba: [0.994 0.006] Majority: 497/500
/root/JS_Detector/Dataset/dataset-10k/Benign_test_control-flow-flattening/Analysis/PDG/pseudorandom: benign (benign) Proba: [1. 0.] Majority: 500/500
/root/JS_Detector/Dataset/dataset-10k/Benign_test_control-flow-flattening/Analysis/PDG/load-pmog: benign (benign) Proba: [0.99 0.01] Majority: 495/500
/root/JS_Detector/Dataset/dataset-10k/Benign_test_control-flow-flattening/Analysis/PDG/getElementCssProperty: benign (benign) Proba: [1. 0.] Majority: 500/500
/root/JS_Detector/Dataset/dataset-10k/Benign_test_control-flow-flattening/Analysis/PDG/15.4.4.16-4-15: benign (benign) Proba: [1. 0.] Majority: 500/500
/root/JS_Detector/Dataset/dataset-10k/Benign_test_control-flow-flattening/Analysis/PDG/datatable-core: benign (benign) Proba: [1. 0.] Majority: 500/500
/root/JS_Detector/Dataset/dataset-10k/Benign_test_control-flow-flattening/Analysis/PDG/BabylonLoader: benign (benign) Proba: [1. 0.] Majority: 500/500
/root/JS_Detector/Dataset/dataset-10k/Benign_test_control-flow-flattening/Analysis/PDG/testNullExpressionAdditionTest: benign (benign) Proba: [1. 0.] Majority: 500/500
/root/JS_Detector/Dataset/dataset-10k/Benign_test_control-flow-flattening/Analysis/PDG/dbinteraction: benign (benign) Proba: [1. 0.] Majority: 500/500
/root/JS_Detector/Dataset/dataset-10k/Benign_test_control-flow-flattening/Analysis/PDG/15.2.3.6-3-165: benign (benign) Proba: [1. 0.] Majority: 500/500
/root/JS_Detector/Dataset/dataset-10k/Benign_test_control-flow-flattening/Analysis/PDG/rx.modern: benign (benign) Proba: [1. 0.] Majority: 500/500
/root/JS_Detector/Dataset/dataset-10k/Benign_test_control-flow-flattening/Analysis/PDG/where-we-work: benign (benign) Proba: [1. 0.] Majority: 500/500
/root/JS_Detector/Dataset/dataset-10k/Benign_test_control-flow-flattening/Analysis/PDG/unicode-categories: benign (benign) Proba: [0.99618605 0.00381395] Majority: 498/500
/root/JS_Detector/Dataset/dataset-10k/Benign_test_control-flow-flattening/Analysis/PDG/BaguetteSpec: benign (benign) Proba: [1. 0.] Majority: 500/500
/root/JS_Detector/Dataset/dataset-10k/Benign_test_control-flow-flattening/Analysis/PDG/L.Symbol: benign (benign) Proba: [1. 0.] Majority: 500/500
/root/JS_Detector/Dataset/dataset-10k/Benign_test_control-flow-flattening/Analysis/PDG/jquery.validation.functions: benign (benign) Proba: [0.998 0.002] Majority: 499/500
/root/JS_Detector/Dataset/dataset-10k/Benign_test_control-flow-flattening/Analysis/PDG/editor-frame: benign (benign) Proba: [1. 0.] Majority: 500/500
/root/JS_Detector/Dataset/dataset-10k/Benign_test_control-flow-flattening/Analysis/PDG/15.2.3.6-4-625gs: benign (benign) Proba: [0.90916144 0.09083856] Majority: 454/500
/root/JS_Detector/Dataset/dataset-10k/Benign_test_control-flow-flattening/Analysis/PDG/tabview-plugin-coverage: benign (benign) Proba: [1. 0.] Majority: 500/500
/root/JS_Detector/Dataset/dataset-10k/Benign_test_control-flow-flattening/Analysis/PDG/bitapsearcher: benign (benign) Proba: [0.998 0.002] Majority: 499/500
/root/JS_Detector/Dataset/dataset-10k/Benign_test_control-flow-flattening/Analysis/PDG/binder_apply: benign (benign) Proba: [1. 0.] Majority: 500/500
/root/JS_Detector/Dataset/dataset-10k/Benign_test_control-flow-flattening/Analysis/PDG/15.2.3.7-5-b-182: benign (benign) Proba: [0.99605882 0.00394118] Majority: 498/500
/root/JS_Detector/Dataset/dataset-10k/Benign_test_control-flow-flattening/Analysis/PDG/download_api_manager_test: benign (benign) Proba: [1. 0.] Majority: 500/500
/root/JS_Detector/Dataset/dataset-10k/Benign_test_control-flow-flattening/Analysis/PDG/valueM: benign (benign) Proba: [1. 0.] Majority: 500/500
/root/JS_Detector/Dataset/dataset-10k/Benign_test_control-flow-flattening/Analysis/PDG/clockface: benign (benign) Proba: [1. 0.] Majority: 500/500
/root/JS_Detector/Dataset/dataset-10k/Benign_test_control-flow-flattening/Analysis/PDG/io-form-coverage: benign (benign) Proba: [0.994 0.006] Majority: 497/500
/root/JS_Detector/Dataset/dataset-10k/Benign_test_control-flow-flattening/Analysis/PDG/ada_highlight_rules: benign (benign) Proba: [1. 0.] Majority: 500/500
/root/JS_Detector/Dataset/dataset-10k/Benign_test_control-flow-flattening/Analysis/PDG/yui2-imageloader: benign (benign) Proba: [1. 0.] Majority: 500/500
/root/JS_Detector/Dataset/dataset-10k/Benign_test_control-flow-flattening/Analysis/PDG/15.2.3.3-4-222: benign (benign) Proba: [0.998 0.002] Majority: 499/500
/root/JS_Detector/Dataset/dataset-10k/Benign_test_control-flow-flattening/Analysis/PDG/functionselect: benign (benign) Proba: [1. 0.] Majority: 500/500
/root/JS_Detector/Dataset/dataset-10k/Benign_test_control-flow-flattening/Analysis/PDG/testBatchGetItem: benign (benign) Proba: [1. 0.] Majority: 500/500
/root/JS_Detector/Dataset/dataset-10k/Benign_test_control-flow-flattening/Analysis/PDG/wire_format: benign (benign) Proba: [1. 0.] Majority: 500/500
/root/JS_Detector/Dataset/dataset-10k/Benign_test_control-flow-flattening/Analysis/PDG/rightFloorBracket: benign (benign) Proba: [1. 0.] Majority: 500/500
/root/JS_Detector/Dataset/dataset-10k/Benign_test_control-flow-flattening/Analysis/PDG/token_name: benign (benign) Proba: [0.96483991 0.03516009] Majority: 482/500
/root/JS_Detector/Dataset/dataset-10k/Benign_test_control-flow-flattening/Analysis/PDG/solutions: benign (benign) Proba: [0.99 0.01] Majority: 495/500
/root/JS_Detector/Dataset/dataset-10k/Benign_test_control-flow-flattening/Analysis/PDG/S12.6.3_A9: benign (benign) Proba: [0.97529396 0.02470604] Majority: 488/500
/root/JS_Detector/Dataset/dataset-10k/Benign_test_control-flow-flattening/Analysis/PDG/futurgoCity: benign (benign) Proba: [0.998 0.002] Majority: 499/500
/root/JS_Detector/Dataset/dataset-10k/Benign_test_control-flow-flattening/Analysis/PDG/FakeTimers-test: benign (benign) Proba: [1. 0.] Majority: 500/500
/root/JS_Detector/Dataset/dataset-10k/Benign_test_control-flow-flattening/Analysis/PDG/BasePlugin: benign (benign) Proba: [0.99 0.01] Majority: 495/500
/root/JS_Detector/Dataset/dataset-10k/Benign_test_control-flow-flattening/Analysis/PDG/regress-285219: benign (benign) Proba: [0.95613696 0.04386304] Majority: 478/500
/root/JS_Detector/Dataset/dataset-10k/Benign_test_control-flow-flattening/Analysis/PDG/TransportMetricsPlugin: benign (benign) Proba: [1. 0.] Majority: 500/500
/root/JS_Detector/Dataset/dataset-10k/Benign_test_control-flow-flattening/Analysis/PDG/Table.controller: benign (benign) Proba: [0.98418605 0.01581395] Majority: 492/500
/root/JS_Detector/Dataset/dataset-10k/Benign_test_control-flow-flattening/Analysis/PDG/mapview: benign (benign) Proba: [1. 0.] Majority: 500/500
/root/JS_Detector/Dataset/dataset-10k/Benign_test_control-flow-flattening/Analysis/PDG/scriptFocusIndicatorVisible: benign (benign) Proba: [1. 0.] Majority: 500/500
/root/JS_Detector/Dataset/dataset-10k/Benign_test_control-flow-flattening/Analysis/PDG/cleanup_webhooks: benign (benign) Proba: [0.994 0.006] Majority: 497/500
/root/JS_Detector/Dataset/dataset-10k/Benign_test_control-flow-flattening/Analysis/PDG/Blink: benign (benign) Proba: [0.994 0.006] Majority: 497/500
/root/JS_Detector/Dataset/dataset-10k/Benign_test_control-flow-flattening/Analysis/PDG/drop_receiver: benign (benign) Proba: [1. 0.] Majority: 500/500
/root/JS_Detector/Dataset/dataset-10k/Benign_test_control-flow-flattening/Analysis/PDG/EditMenuButton: benign (benign) Proba: [0.98159454 0.01840546] Majority: 491/500
/root/JS_Detector/Dataset/dataset-10k/Benign_test_control-flow-flattening/Analysis/PDG/S15.10.7.4_A9: benign (benign) Proba: [0.9661015 0.0338985] Majority: 483/500
/root/JS_Detector/Dataset/dataset-10k/Benign_test_control-flow-flattening/Analysis/PDG/objects: benign (benign) Proba: [1. 0.] Majority: 500/500
/root/JS_Detector/Dataset/dataset-10k/Benign_test_control-flow-flattening/Analysis/PDG/RasterStyleModel: benign (benign) Proba: [1. 0.] Majority: 500/500
/root/JS_Detector/Dataset/dataset-10k/Benign_test_control-flow-flattening/Analysis/PDG/CartoDB: benign (benign) Proba: [0.998 0.002] Majority: 499/500
/root/JS_Detector/Dataset/dataset-10k/Benign_test_control-flow-flattening/Analysis/PDG/eui-initializer: benign (benign) Proba: [0.998 0.002] Majority: 499/500
/root/JS_Detector/Dataset/dataset-10k/Benign_test_control-flow-flattening/Analysis/PDG/bulkloader: benign (benign) Proba: [0.996 0.004] Majority: 498/500
/root/JS_Detector/Dataset/dataset-10k/Benign_test_control-flow-flattening/Analysis/PDG/mqtt: benign (benign) Proba: [1. 0.] Majority: 500/500
/root/JS_Detector/Dataset/dataset-10k/Benign_test_control-flow-flattening/Analysis/PDG/mixinByInjector: benign (benign) Proba: [0.996 0.004] Majority: 498/500
/root/JS_Detector/Dataset/dataset-10k/Benign_test_control-flow-flattening/Analysis/PDG/FileInputAuto: benign (benign) Proba: [1. 0.] Majority: 500/500
/root/JS_Detector/Dataset/dataset-10k/Benign_test_control-flow-flattening/Analysis/PDG/core.multimage: benign (benign) Proba: [1. 0.] Majority: 500/500
/root/JS_Detector/Dataset/dataset-10k/Benign_test_control-flow-flattening/Analysis/PDG/openlayers.externs: benign (benign) Proba: [0.96087357 0.03912643] Majority: 480/500
/root/JS_Detector/Dataset/dataset-10k/Benign_test_control-flow-flattening/Analysis/PDG/mesh_bone: benign (benign) Proba: [0.994 0.006] Majority: 497/500
/root/JS_Detector/Dataset/dataset-10k/Benign_test_control-flow-flattening/Analysis/PDG/simple-auth-oauth2.amd: benign (benign) Proba: [1. 0.] Majority: 500/500
/root/JS_Detector/Dataset/dataset-10k/Benign_test_control-flow-flattening/Analysis/PDG/newlines_test: benign (benign) Proba: [1. 0.] Majority: 500/500
/root/JS_Detector/Dataset/dataset-10k/Benign_test_control-flow-flattening/Analysis/PDG/1_5: benign (benign) Proba: [0.992 0.008] Majority: 496/500
/root/JS_Detector/Dataset/dataset-10k/Benign_test_control-flow-flattening/Analysis/PDG/test_commit_stats: benign (benign) Proba: [1. 0.] Majority: 500/500
/root/JS_Detector/Dataset/dataset-10k/Benign_test_control-flow-flattening/Analysis/PDG/mode-gherkin-lv: benign (benign) Proba: [1. 0.] Majority: 500/500
/root/JS_Detector/Dataset/dataset-10k/Benign_test_control-flow-flattening/Analysis/PDG/WorkflowPicker: benign (benign) Proba: [1. 0.] Majority: 500/500
/root/JS_Detector/Dataset/dataset-10k/Benign_test_control-flow-flattening/Analysis/PDG/_getTooltipFontSize: benign (benign) Proba: [0.996 0.004] Majority: 498/500
/root/JS_Detector/Dataset/dataset-10k/Benign_test_control-flow-flattening/Analysis/PDG/testGetProperty: benign (benign) Proba: [1. 0.] Majority: 500/500
/root/JS_Detector/Dataset/dataset-10k/Benign_test_control-flow-flattening/Analysis/PDG/boomerangClousreCompilerTypes: benign (benign) Proba: [0.91099707 0.08900293] Majority: 455/500
/root/JS_Detector/Dataset/dataset-10k/Benign_test_control-flow-flattening/Analysis/PDG/20_json: benign (benign) Proba: [0.99601639 0.00398361] Majority: 498/500
/root/JS_Detector/Dataset/dataset-10k/Benign_test_control-flow-flattening/Analysis/PDG/myScript: benign (benign) Proba: [0.998 0.002] Majority: 499/500
/root/JS_Detector/Dataset/dataset-10k/Benign_test_control-flow-flattening/Analysis/PDG/others: benign (benign) Proba: [1. 0.] Majority: 500/500
/root/JS_Detector/Dataset/dataset-10k/Benign_test_control-flow-flattening/Analysis/PDG/ActionConfig: benign (benign) Proba: [0.95636836 0.04363164] Majority: 478/500
/root/JS_Detector/Dataset/dataset-10k/Benign_test_control-flow-flattening/Analysis/PDG/clipboard_test: benign (benign) Proba: [1. 0.] Majority: 500/500
